folder,gender,expression,A_left_angle,A_left_abs_angle,A_right_angle,A_right_abs_angle,B_left_angle,B_left_abs_angle,B_right_angle,B_right_abs_angle,C_left_angle,C_left_abs_angle,C_right_angle,C_right_abs_angle,C_hard_left_angle,C_hard_left_abs_angle,C_hard_right_angle,C_hard_right_abs_angle,A_left_integrated_drift_deg,A_right_integrated_drift_deg,A_left_integrated_1_minus_cos,A_right_integrated_1_minus_cos,B_left_consistency_AUC,B_right_consistency_AUC,C_left_margin_AUC,C_right_margin_AUC,A_leads_B_left,C_leads_B_left,B_minus_A_left,B_minus_C_left,A_leads_B_right,C_leads_B_right,B_minus_A_right,B_minus_C_right
Female_Playful 02,Female,Playful,-7.0,7.0,9.0,9.0,-21.0,21.0,25.0,25.0,-17.0,17.0,25.0,25.0,-21.0,21.0,25.0,25.0,40.58669782130518,44.65176191953855,0.26430821307351654,0.32134270305945495,0.19158878504672897,0.22897196261682243,-0.048097453941808685,-0.043340074681790075,1.0,1.0,14.0,4.0,1.0,0.0,16.0,0.0
Female_Playful 03,Female,Playful,-8.0,8.0,12.0,12.0,-9.0,9.0,20.0,20.0,-7.0,7.0,16.0,16.0,-9.0,9.0,20.0,20.0,38.56720156090282,41.27228908004048,0.24162034620748502,0.28142086256330257,0.0794392523364486,0.17289719626168223,-0.04341905445696038,-0.04060331362987233,1.0,1.0,1.0,2.0,1.0,1.0,8.0,4.0
Female_Playful 04,Female,Playful,-8.0,8.0,7.0,7.0,-15.0,15.0,24.0,24.0,-13.0,13.0,24.0,24.0,-15.0,15.0,24.0,24.0,40.59582016624023,46.31773654322758,0.26538693849171435,0.3428338473645326,0.13551401869158877,0.2102803738317757,-0.051577652865481154,-0.06808522065109182,1.0,1.0,7.0,2.0,1.0,0.0,17.0,0.0
Female_Playful 05,Female,Playful,-10.0,10.0,10.0,10.0,-11.0,11.0,16.0,16.0,-9.0,9.0,10.0,10.0,-11.0,11.0,16.0,16.0,36.951497022236616,42.22457617688402,0.22357005410105268,0.2918152101686068,0.09813084112149532,0.13551401869158877,-0.0262760288804491,-0.039807932120617305,1.0,1.0,1.0,2.0,1.0,1.0,6.0,6.0
Female_Pleasure Oo So Funny,Female,Pleasure Oo So Funny,-9.0,9.0,6.0,6.0,-12.0,12.0,11.0,11.0,-10.0,10.0,10.0,10.0,-12.0,12.0,11.0,11.0,36.799555856490805,36.82247308927162,0.22047911041250853,0.22130183360286962,0.10747663551401869,0.09813084112149532,-0.035918453586435764,-0.037656261542133085,1.0,1.0,3.0,2.0,1.0,1.0,5.0,1.0
Female_Romantic 01,Female,Romantic,-12.0,12.0,11.0,11.0,-26.0,26.0,34.0,34.0,-23.0,23.0,18.0,18.0,-26.0,26.0,34.0,34.0,37.27013019535029,41.41587510732847,0.2359074933506618,0.28433155317172826,0.2383177570093458,0.32242990654205606,-0.04735315542354762,-0.04262919529019115,1.0,1.0,14.0,3.0,1.0,1.0,23.0,16.0
Female_Romantic 02,Female,Romantic,-8.0,8.0,10.0,10.0,-10.0,10.0,10.0,10.0,-7.0,7.0,8.0,8.0,-10.0,10.0,10.0,10.0,41.17903987715177,45.43856681841556,0.27200067544651924,0.33108714696402863,0.08878504672897196,0.08878504672897196,-0.06682198432004341,-0.0781143963615471,1.0,1.0,2.0,3.0,0.0,1.0,0.0,2.0
Female_Romantic 03,Female,Romantic,-10.0,10.0,10.0,10.0,-11.0,11.0,30.0,30.0,-11.0,11.0,28.0,28.0,-11.0,11.0,30.0,30.0,40.99810536108284,44.48540865149453,0.2715477798586694,0.32001552960582985,0.09813084112149532,0.26635514018691586,-0.052768358003313295,-0.058618262827953446,1.0,0.0,1.0,0.0,1.0,1.0,20.0,2.0
Female_Romantic 04,Female,Romantic,-9.0,9.0,11.0,11.0,-26.0,26.0,24.0,24.0,-26.0,26.0,20.0,20.0,-26.0,26.0,24.0,24.0,39.48852615490138,44.40105257078866,0.25297296994200374,0.31970521668407403,0.2850467289719626,0.21962616822429906,-0.0395452452597217,-0.056026913156019195,1.0,0.0,17.0,0.0,1.0,1.0,13.0,4.0
Female_Romantic 05,Female,Romantic,-9.0,9.0,9.0,9.0,-10.0,10.0,9.0,9.0,-7.0,7.0,7.0,7.0,-10.0,10.0,9.0,9.0,41.26264441570389,45.322088740696415,0.2730086234128364,0.332336638296876,0.08878504672897196,0.0794392523364486,-0.061198624773560285,-0.07200343001668698,1.0,1.0,1.0,3.0,0.0,1.0,0.0,2.0
Female_S Wink 02,Female,S Wink,-14.0,14.0,13.0,13.0,-65.0,65.0,63.0,63.0,-64.0,64.0,63.0,63.0,-65.0,65.0,63.0,63.0,33.40212438485333,40.68765350814178,0.19545831022975602,0.2810759984444235,0.602803738317757,0.5841121495327103,-0.0199773030303349,-0.05036126425333112,1.0,1.0,51.0,1.0,1.0,0.0,50.0,0.0
Female_Sad 01,Female,Sad,-9.0,9.0,10.0,10.0,-12.0,12.0,12.0,12.0,-7.0,7.0,9.0,9.0,-12.0,12.0,12.0,12.0,41.429717848234084,44.21695919794457,0.2768289031826447,0.3168965672778192,0.10747663551401869,0.13551401869158877,-0.05790639870634703,-0.06171303876092501,1.0,1.0,3.0,5.0,1.0,1.0,2.0,3.0
Female_Sad 02,Female,Sad,-9.0,9.0,10.0,10.0,-11.0,11.0,18.0,18.0,-7.0,7.0,12.0,12.0,-11.0,11.0,18.0,18.0,41.66383147908148,44.10895848497052,0.2794928940657143,0.3140734200165651,0.09813084112149532,0.26635514018691586,-0.05506904966363283,-0.05304182369575322,1.0,1.0,2.0,4.0,1.0,1.0,8.0,6.0
Female_Sad 03,Female,Sad,-11.0,11.0,12.0,12.0,-26.0,26.0,54.0,54.0,-11.0,11.0,47.0,47.0,-26.0,26.0,54.0,54.0,38.250449895858765,41.21138792617299,0.2457268249208682,0.28146815857040547,0.2383177570093458,0.46261682242990654,-0.04825202605434667,-0.03826383717149218,1.0,1.0,15.0,15.0,1.0,1.0,42.0,7.0
Female_Sad 04,Female,Sad,-9.0,9.0,9.0,9.0,-9.0,9.0,19.0,19.0,-8.0,8.0,14.0,14.0,-9.0,9.0,19.0,19.0,42.08511797067161,45.18416545547058,0.28594215450999894,0.3297660529056442,0.0794392523364486,0.1542056074766355,-0.057535916427585564,-0.06038014256508551,0.0,1.0,0.0,1.0,1.0,1.0,10.0,5.0
Female_Sad 05,Female,Sad,-8.0,8.0,10.0,10.0,-11.0,11.0,11.0,11.0,-11.0,11.0,4.0,4.0,-11.0,11.0,11.0,11.0,41.74474398889274,44.72090988738515,0.27915599301596666,0.3224112628219284,0.09813084112149532,0.09813084112149532,-0.05368630295601961,-0.059065574658251255,1.0,0.0,3.0,0.0,1.0,1.0,1.0,7.0
Female_Scream,Female,Scream,-9.0,9.0,13.0,13.0,-13.0,13.0,26.0,26.0,-13.0,13.0,26.0,26.0,-13.0,13.0,26.0,26.0,38.64808900111189,43.834974796972546,0.2534713742331924,0.32268937753739757,0.1822429906542056,0.2383177570093458,-0.05436083354125513,-0.07023929825453,1.0,0.0,4.0,0.0,1.0,0.0,13.0,0.0
Female_Seriousness 01,Female,Seriousness,-8.0,8.0,10.0,10.0,-7.0,7.0,8.0,8.0,-5.0,5.0,4.0,4.0,-7.0,7.0,8.0,8.0,41.53849867794001,44.37834151660171,0.27583397827415823,0.3182726591546959,0.06074766355140187,0.07009345794392523,-0.06202567180740499,-0.06650450199006874,0.0,1.0,-1.0,2.0,0.0,1.0,-2.0,4.0
Female_Seriousness 02,Female,Seriousness,-9.0,9.0,11.0,11.0,-16.0,16.0,14.0,14.0,-15.0,15.0,12.0,12.0,-16.0,16.0,14.0,14.0,39.84352181113769,42.5698489674898,0.25613101453424614,0.2966799986696689,0.14485981308411214,0.1261682242990654,-0.04109386305942714,-0.04593758187561392,1.0,1.0,7.0,1.0,1.0,1.0,3.0,2.0
Female_Seriousness 03,Female,Seriousness,-9.0,9.0,9.0,9.0,-9.0,9.0,12.0,12.0,-7.0,7.0,0.0,0.0,-9.0,9.0,12.0,12.0,40.656207006668375,44.22588966940051,0.26526199601521,0.314404313252351,0.0794392523364486,0.10747663551401869,-0.055643497504920605,-0.06309255177729597,0.0,1.0,0.0,2.0,1.0,1.0,3.0,12.0
Female_Seriousness 04,Female,Seriousness,-9.0,9.0,12.0,12.0,-16.0,16.0,14.0,14.0,-14.0,14.0,13.0,13.0,-16.0,16.0,14.0,14.0,39.36098471088944,42.501762147261715,0.2502126147813886,0.29575289187030257,0.14485981308411214,0.1261682242990654,-0.0502525269985199,-0.05374164057669239,1.0,1.0,7.0,2.0,1.0,1.0,2.0,1.0
Female_Seriousness 05,Female,Seriousness,-8.0,8.0,11.0,11.0,-24.0,24.0,13.0,13.0,-23.0,23.0,12.0,12.0,-24.0,24.0,13.0,13.0,38.889135369630615,41.84597563075128,0.24481371741428554,0.29022350322420354,0.21962616822429906,0.10747663551401869,-0.04226846951190556,-0.05674746159081147,1.0,1.0,16.0,1.0,1.0,1.0,2.0,1.0
Female_Silly 01,Female,Silly,-8.0,8.0,10.0,10.0,-21.0,21.0,21.0,21.0,-21.0,21.0,21.0,21.0,-21.0,21.0,21.0,21.0,38.45123692984893,43.54100605929009,0.2385496558430039,0.3077570305806454,0.19158878504672897,0.21962616822429906,-0.033223080857891905,-0.04313980781029318,1.0,0.0,13.0,0.0,1.0,0.0,11.0,0.0
Female_Silly 02,Female,Silly,-9.0,9.0,13.0,13.0,-33.0,33.0,33.0,33.0,-33.0,33.0,24.0,24.0,-33.0,33.0,33.0,33.0,37.703739859233394,40.226420721161034,0.2346363919917668,0.26965870701264,0.3037383177570093,0.3130841121495327,-0.04397705336597478,-0.0345887888536275,1.0,0.0,24.0,0.0,1.0,1.0,20.0,9.0
Female_Silly 03,Female,Silly,-9.0,9.0,11.0,11.0,-34.0,34.0,33.0,33.0,-34.0,34.0,28.0,28.0,-34.0,34.0,33.0,33.0,37.258332909824695,40.40749911058729,0.22977641447682248,0.2700506615861554,0.3411214953271028,0.2757009345794392,-0.030561954618614412,-0.03981506810567089,1.0,0.0,25.0,0.0,1.0,1.0,22.0,5.0
Female_Silly 04,Female,Silly,-13.0,13.0,15.0,15.0,-33.0,33.0,47.0,47.0,-26.0,26.0,47.0,47.0,-33.0,33.0,47.0,47.0,37.90159406617423,40.33677606047871,0.2446902748023238,0.2754718483051407,0.29439252336448596,0.43457943925233644,-0.037705698581499476,-0.024386055280115004,1.0,1.0,20.0,7.0,1.0,0.0,32.0,0.0
Female_Silly 05,Female,Silly,-9.0,9.0,11.0,11.0,-16.0,16.0,52.0,52.0,-16.0,16.0,50.0,50.0,-16.0,16.0,52.0,52.0,38.540470187909136,41.12522687421781,0.24020566645069658,0.28080372024919387,0.19158878504672897,0.48130841121495327,-0.025565272179719444,-0.022223795964339068,1.0,0.0,7.0,0.0,1.0,1.0,41.0,2.0
Female_Sleepy,Female,Sleepy,-13.0,13.0,11.0,11.0,-35.0,35.0,24.0,24.0,-35.0,35.0,24.0,24.0,-35.0,35.0,24.0,24.0,36.15908415072432,44.317995552704716,0.227653021010283,0.32923377841432516,0.32242990654205606,0.21962616822429906,-0.032028674104503385,-0.08539208240598162,1.0,0.0,22.0,0.0,1.0,0.0,13.0,0.0
Female_Sleepy 01,Female,Sleepy,-11.0,11.0,13.0,13.0,-75.0,75.0,75.0,75.0,-75.0,75.0,75.0,75.0,-75.0,75.0,75.0,75.0,36.76706157666501,40.332228834383955,0.2310516082237814,0.27503608153245157,0.6962616822429907,0.6962616822429907,-0.01124807621274039,-0.01659249256704455,1.0,0.0,64.0,0.0,1.0,0.0,62.0,0.0
Female_Sleepy 02,Female,Sleepy,-11.0,11.0,11.0,11.0,-11.0,11.0,22.0,22.0,-10.0,10.0,15.0,15.0,-11.0,11.0,22.0,22.0,39.19654519758492,42.32312858216116,0.25466372086623007,0.29359204189799654,0.1261682242990654,0.19158878504672897,-0.049327140099534365,-0.04384179538655504,0.0,1.0,0.0,1.0,1.0,1.0,11.0,7.0
Female_Sleepy 03,Female,Sleepy,-11.0,11.0,10.0,10.0,-21.0,21.0,20.0,20.0,-20.0,20.0,20.0,20.0,-21.0,21.0,20.0,20.0,38.36343604827596,41.8555622279087,0.2421755200234529,0.28594535254986486,0.19158878504672897,0.24766355140186916,-0.03609670545453223,-0.030368161674971892,1.0,1.0,10.0,1.0,1.0,0.0,10.0,0.0
Female_Sleepy 04,Female,Sleepy,-11.0,11.0,12.0,12.0,-35.0,35.0,38.0,38.0,-32.0,32.0,38.0,38.0,-35.0,35.0,38.0,38.0,37.745895965077054,41.39422806178298,0.2346950256935904,0.28110203174787146,0.3130841121495327,0.35046728971962615,-0.036316363889480306,-0.035418939367633,1.0,1.0,24.0,3.0,1.0,0.0,26.0,0.0
Female_Sleepy 05,Female,Sleepy,-10.0,10.0,10.0,10.0,-16.0,16.0,12.0,12.0,-12.0,12.0,12.0,12.0,-16.0,16.0,12.0,12.0,41.16154841396296,45.19612849092929,0.27418146400808174,0.3283381657065632,0.14485981308411214,0.1261682242990654,-0.05944392697833409,-0.0643713099655704,1.0,1.0,6.0,4.0,1.0,0.0,2.0,0.0
Female_Subtle 01,Female,Subtle,-10.0,10.0,11.0,11.0,-15.0,15.0,13.0,13.0,-13.0,13.0,12.0,12.0,-15.0,15.0,13.0,13.0,40.29118459024162,43.399136151108785,0.2627405429554877,0.30782924327894906,0.17289719626168223,0.2570093457943925,-0.04498507625588747,-0.054343817668540455,1.0,1.0,5.0,2.0,1.0,1.0,2.0,1.0
Female_Subtle 02,Female,Subtle,-9.0,9.0,11.0,11.0,-8.0,8.0,11.0,11.0,-7.0,7.0,9.0,9.0,-8.0,8.0,11.0,11.0,41.523440222873866,44.41472479116137,0.27751598012781586,0.32133034540114,0.07009345794392523,0.09813084112149532,-0.06193045478000819,-0.07123734683633964,0.0,1.0,-1.0,1.0,0.0,1.0,0.0,2.0
Female_Subtle 03,Female,Subtle,-9.0,9.0,10.0,10.0,-9.0,9.0,11.0,11.0,-6.0,6.0,5.0,5.0,-9.0,9.0,11.0,11.0,41.771748799029915,44.80383375871961,0.27888184200937505,0.3249668175372008,0.07009345794392523,0.09813084112149532,-0.06629883574548169,-0.0783732213149561,0.0,1.0,0.0,3.0,1.0,1.0,1.0,6.0
Female_Subtle 04,Female,Subtle,-7.0,7.0,11.0,11.0,-8.0,8.0,11.0,11.0,-7.0,7.0,10.0,10.0,-8.0,8.0,11.0,11.0,43.09679143673906,45.114970256235,0.2947129264613178,0.3287846493386777,0.07009345794392523,0.09813084112149532,-0.07016865477383694,-0.07246110288896293,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0
Female_Talking 01,Female,Talking,-9.0,9.0,12.0,12.0,-11.0,11.0,23.0,23.0,-10.0,10.0,23.0,23.0,-11.0,11.0,23.0,23.0,38.97381901963849,43.53375823029848,0.24747178264867478,0.31134791351924435,0.09813084112149532,0.19158878504672897,-0.050998194195399776,-0.06714024192818971,1.0,1.0,2.0,1.0,1.0,0.0,11.0,0.0
Female_Talking 02,Female,Talking,-9.0,9.0,12.0,12.0,-24.0,24.0,23.0,23.0,-19.0,19.0,23.0,23.0,-24.0,24.0,23.0,23.0,38.448047080886695,43.16184482396206,0.24105192511995263,0.30776442155659756,0.19158878504672897,0.2383177570093458,-0.03490188829252653,-0.05364988117574531,1.0,1.0,15.0,5.0,1.0,0.0,11.0,0.0
Female_Talking 03,Female,Talking,-11.0,11.0,12.0,12.0,-49.0,49.0,20.0,20.0,-23.0,23.0,20.0,20.0,-49.0,49.0,20.0,20.0,36.848748166984485,42.66826757983627,0.22672265210998394,0.3037262316619124,0.4532710280373832,0.1822429906542056,-0.026858412773809702,-0.05810202755660654,1.0,1.0,38.0,26.0,1.0,0.0,8.0,0.0
Female_Talking 04,Female,Talking,-9.0,9.0,12.0,12.0,-17.0,17.0,34.0,34.0,-17.0,17.0,33.0,33.0,-17.0,17.0,34.0,34.0,38.55467739283481,41.64394428574036,0.2504902011323198,0.29218921427414796,0.14485981308411214,0.3130841121495327,-0.062043816408264306,-0.05612096092968344,1.0,0.0,8.0,0.0,1.0,1.0,22.0,1.0
Female_Talking 05,Female,Talking,-9.0,9.0,11.0,11.0,-13.0,13.0,16.0,16.0,-12.0,12.0,14.0,14.0,-13.0,13.0,16.0,16.0,39.73280457915547,43.8805201387851,0.2537461496959223,0.3126413947510942,0.11682242990654206,0.14485981308411214,-0.05319089895096895,-0.06733416160133397,1.0,1.0,4.0,1.0,1.0,1.0,5.0,2.0
Female_Terror,Female,Terror,-9.0,9.0,9.0,9.0,-36.0,36.0,34.0,34.0,-29.0,29.0,29.0,29.0,-36.0,36.0,34.0,34.0,36.605497863805184,36.63008530340462,0.22597491518359317,0.22914502163913764,0.3411214953271028,0.3037383177570093,-0.043472715905893626,-0.05050727237607831,1.0,1.0,27.0,7.0,1.0,1.0,25.0,5.0
Female_Terror Phobia,Female,Terror Phobia,-10.0,10.0,8.0,8.0,-23.0,23.0,27.0,27.0,-23.0,23.0,26.0,26.0,-23.0,23.0,27.0,27.0,37.40778132019756,38.08337388974484,0.229821540763445,0.23715200769567044,0.2102803738317757,0.2570093457943925,-0.03304457775900297,-0.032886670014568575,1.0,0.0,13.0,0.0,1.0,1.0,19.0,1.0
Female_Ulgh,Female,Ulgh,-7.0,7.0,9.0,9.0,-63.0,63.0,69.0,69.0,-14.0,14.0,68.0,68.0,-63.0,63.0,69.0,69.0,37.967748245346215,43.25407517513382,0.23137806091353158,0.30143213355652637,0.6121495327102804,0.6214953271028038,-0.014153757385004347,-0.00989317406560773,1.0,1.0,56.0,49.0,1.0,1.0,60.0,1.0
Female_Wicked 01,Female,Wicked,-9.0,9.0,11.0,11.0,-28.0,28.0,29.0,29.0,-26.0,26.0,22.0,22.0,-28.0,28.0,29.0,29.0,39.5894276561024,42.14653967919751,0.25316176347643415,0.29209292408461884,0.26635514018691586,0.2757009345794392,-0.03861111653185336,-0.045706275885350235,1.0,1.0,19.0,2.0,1.0,1.0,18.0,7.0
Female_Wicked 02,Female,Wicked,-9.0,9.0,12.0,12.0,-20.0,20.0,27.0,27.0,-19.0,19.0,25.0,25.0,-20.0,20.0,27.0,27.0,39.13485026582379,42.356805244338844,0.24825225366610232,0.2963558624838,0.1822429906542056,0.24766355140186916,-0.03517748624364907,-0.03939614535492157,1.0,1.0,11.0,1.0,1.0,1.0,15.0,2.0
Female_Wicked 03,Female,Wicked,-8.0,8.0,11.0,11.0,-27.0,27.0,36.0,36.0,-26.0,26.0,35.0,35.0,-27.0,27.0,36.0,36.0,37.267946053888195,41.99772620423932,0.22573114778393896,0.2857611396602381,0.2850467289719626,0.37850467289719625,-0.02118286016945527,-0.01492548044596877,1.0,1.0,19.0,1.0,1.0,1.0,25.0,1.0
Female_Wicked 04,Female,Wicked,-10.0,10.0,9.0,9.0,-5.0,5.0,7.0,7.0,0.0,0.0,0.0,0.0,-5.0,5.0,7.0,7.0,38.959403006829945,43.93207591047911,0.24701485845530144,0.31210904060123124,0.04205607476635514,0.02336448598130841,-0.049115628561126855,-0.059954613029399764,0.0,1.0,-5.0,5.0,0.0,1.0,-2.0,7.0
Female_Wicked 05,Female,Wicked,-10.0,10.0,9.0,9.0,0.0,0.0,13.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,13.0,38.98385375013975,44.017922864896114,0.24733450201070198,0.3130171544083925,0.037383177570093455,0.11214953271028037,-0.04898197461511487,-0.05978643573890222,0.0,0.0,-10.0,0.0,1.0,1.0,4.0,13.0
Female_Wink,Female,Wink,-9.0,9.0,12.0,12.0,-66.0,66.0,32.0,32.0,-57.0,57.0,32.0,32.0,-66.0,66.0,32.0,32.0,36.08598871988671,42.61860638912593,0.2128412932436043,0.2976646089108191,0.6121495327102804,0.29439252336448596,-0.008352416419537267,-0.03710431139045787,1.0,1.0,57.0,9.0,1.0,0.0,20.0,0.0
Female_With Forehead Wrinkles Angry 01,Female,With Forehead Wrinkles Angry,-7.0,7.0,9.0,9.0,-18.0,18.0,8.0,8.0,-9.0,9.0,5.0,5.0,-18.0,18.0,8.0,8.0,40.17897260300467,43.36084551677526,0.25879164778183555,0.30318755162096467,0.1542056074766355,0.06074766355140187,-0.039428141351058106,-0.05368605116817439,1.0,1.0,11.0,9.0,0.0,1.0,-1.0,3.0
Female_With Forehead Wrinkles Angry 02,Female,With Forehead Wrinkles Angry,-11.0,11.0,13.0,13.0,-27.0,27.0,24.0,24.0,-8.0,8.0,6.0,6.0,-27.0,27.0,24.0,24.0,35.5377614208471,40.74992611252259,0.21942825155837514,0.2835862274481871,0.2570093457943925,0.24766355140186916,-0.03990532207154782,-0.059432106179611706,1.0,1.0,16.0,19.0,1.0,1.0,11.0,18.0
Female_With Forehead Wrinkles Angry 03,Female,With Forehead Wrinkles Angry,-9.0,9.0,9.0,9.0,-16.0,16.0,23.0,23.0,-16.0,16.0,22.0,22.0,-16.0,16.0,23.0,23.0,37.77791447633721,43.27951766970941,0.23126980049587856,0.3037385085475779,0.14485981308411214,0.2102803738317757,-0.03564631409734209,-0.04377260999144795,1.0,0.0,7.0,0.0,1.0,1.0,14.0,1.0
Female_With Forehead Wrinkles Angry 04,Female,With Forehead Wrinkles Angry,-9.0,9.0,10.0,10.0,-18.0,18.0,20.0,20.0,-18.0,18.0,20.0,20.0,-18.0,18.0,20.0,20.0,38.15186692621106,42.49485517662262,0.23444720740630248,0.29427285032851674,0.1822429906542056,0.1822429906542056,-0.03260982315116954,-0.04237334903712585,1.0,0.0,9.0,0.0,1.0,0.0,10.0,0.0
Female_With Forehead Wrinkles Angry 05,Female,With Forehead Wrinkles Angry,-12.0,12.0,11.0,11.0,-44.0,44.0,27.0,27.0,-32.0,32.0,27.0,27.0,-44.0,44.0,27.0,27.0,34.53853317955944,40.779472284227886,0.2113988561050914,0.28459354204552195,0.3878504672897196,0.24766355140186916,-0.050065033903745844,-0.06037111468961306,1.0,1.0,32.0,12.0,1.0,0.0,16.0,0.0
Female_ZMouth Open Horizontal,Female,ZMouth Open Horizontal,-10.0,10.0,11.0,11.0,-12.0,12.0,18.0,18.0,-11.0,11.0,13.0,13.0,-12.0,12.0,18.0,18.0,39.01654580374745,40.85126510735984,0.24790707314125845,0.27617852459444064,0.10747663551401869,0.14485981308411214,-0.048860429046309994,-0.0521999306489374,1.0,1.0,2.0,1.0,1.0,1.0,7.0,5.0
Female_ZMouth Open Horizontal And Vertical,Female,ZMouth Open Horizontal And Vertical,-10.0,10.0,11.0,11.0,-24.0,24.0,24.0,24.0,-23.0,23.0,23.0,23.0,-24.0,24.0,24.0,24.0,38.71659439300822,40.98085539363255,0.25407724291364725,0.2889933329876338,0.21962616822429906,0.21962616822429906,-0.07980206023866886,-0.08195196495992,1.0,1.0,14.0,1.0,1.0,1.0,13.0,1.0
Male_+10,Male,+10,-5.0,5.0,1.0,1.0,-16.0,16.0,16.0,16.0,-14.0,14.0,14.0,14.0,-16.0,16.0,16.0,16.0,45.55220545563743,44.22349677576083,0.3229069166651396,0.3027745747120581,0.14485981308411214,0.14485981308411214,-0.02311131831641509,-0.023096409356482675,1.0,1.0,11.0,2.0,1.0,1.0,15.0,2.0
Male_+20,Male,+20,-6.0,6.0,4.0,4.0,-17.0,17.0,19.0,19.0,-14.0,14.0,18.0,18.0,-17.0,17.0,19.0,19.0,45.55546090981671,44.43402785898369,0.32212601253919515,0.3062415072851092,0.1542056074766355,0.17289719626168223,-0.018102445752821238,-0.018505436794780124,1.0,1.0,11.0,3.0,1.0,1.0,15.0,1.0
Male_+20_ZMouth Open Horizontal And Vertical,Male,+20_ZMouth Open Horizontal And Vertical,-9.0,9.0,7.0,7.0,-40.0,40.0,40.0,40.0,-39.0,39.0,40.0,40.0,-40.0,40.0,40.0,40.0,41.81006957883033,43.13285811147957,0.29791845005249307,0.31073560113104703,0.3691588785046729,0.3691588785046729,-0.07291540809880907,-0.06031383991798508,1.0,1.0,31.0,1.0,1.0,0.0,33.0,0.0
Male_+30,Male,+30,-7.0,7.0,5.0,5.0,-30.0,30.0,33.0,33.0,-30.0,30.0,30.0,30.0,-30.0,30.0,33.0,33.0,43.54845463672531,42.84940463805867,0.30015984539673707,0.28955316877810755,0.29439252336448596,0.29439252336448596,-0.010382431829087088,-0.010187641203960526,1.0,0.0,23.0,0.0,1.0,1.0,28.0,3.0
Male_+40,Male,+40,-8.0,8.0,6.0,6.0,-15.0,15.0,17.0,17.0,-11.0,11.0,16.0,16.0,-15.0,15.0,17.0,17.0,42.06122365844584,41.407766119341986,0.2858808427770561,0.2765315620698661,0.14485981308411214,0.16355140186915887,-0.02314794174978666,-0.02031267998374511,1.0,1.0,7.0,4.0,1.0,1.0,11.0,1.0
Male_+50,Male,+50,-8.0,8.0,8.0,8.0,-70.0,70.0,72.0,72.0,-70.0,70.0,69.0,69.0,-70.0,70.0,72.0,72.0,42.954711020271354,41.99554432413289,0.30427207066633993,0.29364590054360507,0.6588785046728972,0.6869158878504673,0.006356986744381557,0.005992229436045495,1.0,0.0,62.0,0.0,1.0,1.0,64.0,3.0
Male_+50_ZMouth Open Horizontal And Vertical,Male,+50_ZMouth Open Horizontal And Vertical,-8.0,8.0,6.0,6.0,-41.0,41.0,49.0,49.0,-40.0,40.0,49.0,49.0,-41.0,41.0,49.0,49.0,43.158244578637806,43.30982420823285,0.3201019730523368,0.3202018353426568,0.3878504672897196,0.5467289719626168,-0.04677676527856666,-0.03547378956714523,1.0,1.0,33.0,1.0,1.0,0.0,43.0,0.0
Male_-10,Male,-10,-7.0,7.0,1.0,1.0,-18.0,18.0,53.0,53.0,-17.0,17.0,19.0,19.0,-18.0,18.0,53.0,53.0,45.19509262904943,45.14975510356582,0.3192793818834786,0.3146851781372712,0.1822429906542056,0.5654205607476636,-0.013046331494768089,-0.01832051087762708,1.0,1.0,11.0,1.0,1.0,1.0,52.0,34.0
Male_-10_ZMouth Open Horizontal And Vertical,Male,-10_ZMouth Open Horizontal And Vertical,-10.0,10.0,8.0,8.0,-22.0,22.0,18.0,18.0,-22.0,22.0,17.0,17.0,-22.0,22.0,18.0,18.0,42.58017258332154,46.28871812998691,0.29981584916605014,0.3467996761063549,0.20093457943925233,0.17289719626168223,-0.08368551160130545,-0.08284118994374141,1.0,0.0,12.0,0.0,1.0,1.0,10.0,1.0
Male_-20,Male,-20,-9.0,9.0,1.0,1.0,-27.0,27.0,35.0,35.0,-27.0,27.0,32.0,32.0,-27.0,27.0,35.0,35.0,45.233851138676435,46.09454766389366,0.3205860485540372,0.32640935661636783,0.2757009345794392,0.3130841121495327,-0.024043404053304795,-0.031503849497465326,1.0,0.0,18.0,0.0,1.0,1.0,34.0,3.0
Male_-20_ZMouth Open Horizontal And Vertical,Male,-20_ZMouth Open Horizontal And Vertical,-8.0,8.0,9.0,9.0,-62.0,62.0,55.0,55.0,-57.0,57.0,54.0,54.0,-62.0,62.0,55.0,55.0,41.92514775623785,44.922071987223404,0.2899350652070803,0.3296767267111306,0.5560747663551402,0.5093457943925234,-0.03122482539337372,-0.04275445124813329,1.0,1.0,54.0,5.0,1.0,1.0,46.0,1.0
Male_-30,Male,-30,-7.0,7.0,2.0,2.0,-7.0,7.0,11.0,11.0,-7.0,7.0,9.0,9.0,-7.0,7.0,11.0,11.0,47.59950781314173,47.898314039283825,0.34821004538892586,0.3498779485158831,0.06074766355140187,0.09813084112149532,-0.06894425059033331,-0.06892546064385743,0.0,0.0,0.0,0.0,1.0,1.0,9.0,2.0
