folder,expression,sex_identity,appearance_identity,identity_family,side,A_view,C_view,B_view,A_distance,C_distance,B_distance,A_B_lead,A_before_B,n_viewpoints,reference_viewpoint,true_folder
Male_Seriousness 01,Seriousness,Male,Male_Base,Male,right,114.0,111.0,113.0,7,4.0,6.0,-1.0,0,215,107,Male_Seriousness 01
Male_Seriousness 02,Seriousness,Male,Male_Base,Male,left,102.0,90.0,90.0,5,17.0,17.0,12.0,1,215,107,Male_Seriousness 02
Male_Seriousness 02,Seriousness,Male,Male_Base,Male,right,114.0,109.0,117.0,7,2.0,10.0,3.0,1,215,107,Male_Seriousness 02
Male_Seriousness 03,Seriousness,Male,Male_Base,Male,left,100.0,101.0,98.0,7,6.0,9.0,2.0,1,215,107,Male_Seriousness 03
Male_Seriousness 03,Seriousness,Male,Male_Base,Male,right,114.0,112.0,114.0,7,5.0,7.0,0.0,0,215,107,Male_Seriousness 03
Male_Seriousness 04,Seriousness,Male,Male_Base,Male,left,101.0,96.0,92.0,6,11.0,15.0,9.0,1,215,107,Male_Seriousness 04
Male_Seriousness 04,Seriousness,Male,Male_Base,Male,right,114.0,118.0,119.0,7,11.0,12.0,5.0,1,215,107,Male_Seriousness 04
Male_Seriousness 05,Seriousness,Male,Male_Base,Male,left,102.0,96.0,90.0,5,11.0,17.0,12.0,1,215,107,Male_Seriousness 05
Male_Seriousness 05,Seriousness,Male,Male_Base,Male,right,113.0,114.0,117.0,6,7.0,10.0,4.0,1,215,107,Male_Seriousness 05
Male_Silly 01,Silly,Male,Male_Base,Male,left,101.0,94.0,93.0,6,13.0,14.0,8.0,1,215,107,Male_Silly 01
Male_Silly 01,Silly,Male,Male_Base,Male,right,114.0,116.0,117.0,7,9.0,10.0,3.0,1,215,107,Male_Silly 01
Male_Silly 02,Silly,Male,Male_Base,Male,left,101.0,78.0,73.0,6,29.0,34.0,28.0,1,215,107,Male_Silly 02
Male_Silly 02,Silly,Male,Male_Base,Male,right,115.0,165.0,195.0,8,58.0,88.0,80.0,1,215,107,Male_Silly 02
Male_Silly 03,Silly,Male,Male_Base,Male,left,100.0,81.0,71.0,7,26.0,36.0,29.0,1,215,107,Male_Silly 03
Male_Silly 03,Silly,Male,Male_Base,Male,right,116.0,126.0,126.0,9,19.0,19.0,10.0,1,215,107,Male_Silly 03
Male_Silly 04,Silly,Male,Male_Base,Male,left,98.0,88.0,85.0,9,19.0,22.0,13.0,1,215,107,Male_Silly 04
Male_Silly 04,Silly,Male,Male_Base,Male,right,116.0,153.0,153.0,9,46.0,46.0,37.0,1,215,107,Male_Silly 04
Male_Silly 05,Silly,Male,Male_Base,Male,left,101.0,86.0,86.0,6,21.0,21.0,15.0,1,215,107,Male_Silly 05
Male_Silly 05,Silly,Male,Male_Base,Male,right,114.0,115.0,115.0,7,8.0,8.0,1.0,1,215,107,Male_Silly 05
Male_Sleepy,Sleepy,Male,Male_Base,Male,left,101.0,67.0,67.0,6,40.0,40.0,34.0,1,215,107,Male_Sleepy
Male_Sleepy,Sleepy,Male,Male_Base,Male,right,113.0,131.0,134.0,6,24.0,27.0,21.0,1,215,107,Male_Sleepy
Male_Sleepy 01,Sleepy,Male,Male_Base,Male,left,102.0,55.0,27.0,5,52.0,80.0,75.0,1,215,107,Male_Sleepy 01
Male_Sleepy 01,Sleepy,Male,Male_Base,Male,right,116.0,186.0,189.0,9,79.0,82.0,73.0,1,215,107,Male_Sleepy 01
Male_Sleepy 02,Sleepy,Male,Male_Base,Male,left,99.0,96.0,94.0,8,11.0,13.0,5.0,1,215,107,Male_Sleepy 02
Male_Sleepy 02,Sleepy,Male,Male_Base,Male,right,116.0,114.0,117.0,9,7.0,10.0,1.0,1,215,107,Male_Sleepy 02
Male_Sleepy 03,Sleepy,Male,Male_Base,Male,left,100.0,93.0,92.0,7,14.0,15.0,8.0,1,215,107,Male_Sleepy 03
Male_Sleepy 03,Sleepy,Male,Male_Base,Male,right,115.0,118.0,123.0,8,11.0,16.0,8.0,1,215,107,Male_Sleepy 03
Male_Sleepy 04,Sleepy,Male,Male_Base,Male,left,99.0,93.0,91.0,8,14.0,16.0,8.0,1,215,107,Male_Sleepy 04
Male_Sleepy 04,Sleepy,Male,Male_Base,Male,right,115.0,128.0,135.0,8,21.0,28.0,20.0,1,215,107,Male_Sleepy 04
Male_Sleepy 05,Sleepy,Male,Male_Base,Male,left,101.0,98.0,94.0,6,9.0,13.0,7.0,1,215,107,Male_Sleepy 05
Male_Sleepy 05,Sleepy,Male,Male_Base,Male,right,114.0,116.0,117.0,7,9.0,10.0,3.0,1,215,107,Male_Sleepy 05
Male_Straining,Straining,Male,Male_Base,Male,left,101.0,102.0,95.0,6,5.0,12.0,6.0,1,215,107,Male_Straining
Male_Straining,Straining,Male,Male_Base,Male,right,108.0,119.0,119.0,1,12.0,12.0,11.0,1,215,107,Male_Straining
Male_Subtle 01,Subtle,Male,Male_Base,Male,left,100.0,100.0,98.0,7,7.0,9.0,2.0,1,215,107,Male_Subtle 01
Male_Subtle 01,Subtle,Male,Male_Base,Male,right,115.0,116.0,116.0,8,9.0,9.0,1.0,1,215,107,Male_Subtle 01
Male_Subtle 02,Subtle,Male,Male_Base,Male,left,100.0,106.0,97.0,7,1.0,10.0,3.0,1,215,107,Male_Subtle 02
Male_Subtle 02,Subtle,Male,Male_Base,Male,right,114.0,109.0,116.0,7,2.0,9.0,2.0,1,215,107,Male_Subtle 02
Male_Subtle 03,Subtle,Male,Male_Base,Male,left,100.0,100.0,98.0,7,7.0,9.0,2.0,1,215,107,Male_Subtle 03
Male_Subtle 03,Subtle,Male,Male_Base,Male,right,114.0,109.0,117.0,7,2.0,10.0,3.0,1,215,107,Male_Subtle 03
Male_Subtle 04,Subtle,Male,Male_Base,Male,left,101.0,104.0,100.0,6,3.0,7.0,1.0,1,215,107,Male_Subtle 04
Male_Subtle 04,Subtle,Male,Male_Base,Male,right,113.0,114.0,115.0,6,7.0,8.0,2.0,1,215,107,Male_Subtle 04
Male_Subtle 05,Subtle,Male,Male_Base,Male,left,100.0,98.0,95.0,7,9.0,12.0,5.0,1,215,107,Male_Subtle 05
Male_Subtle 05,Subtle,Male,Male_Base,Male,right,116.0,117.0,117.0,9,10.0,10.0,1.0,1,215,107,Male_Subtle 05
Male_Talking 01,Talking,Male,Male_Base,Male,left,100.0,99.0,94.0,7,8.0,13.0,6.0,1,215,107,Male_Talking 01
Male_Talking 01,Talking,Male,Male_Base,Male,right,116.0,123.0,123.0,9,16.0,16.0,7.0,1,215,107,Male_Talking 01
Male_Talking 02,Talking,Male,Male_Base,Male,left,100.0,94.0,94.0,7,13.0,13.0,6.0,1,215,107,Male_Talking 02
Male_Talking 02,Talking,Male,Male_Base,Male,right,115.0,121.0,123.0,8,14.0,16.0,8.0,1,215,107,Male_Talking 02
Male_Talking 03,Talking,Male,Male_Base,Male,left,102.0,97.0,97.0,5,10.0,10.0,5.0,1,215,107,Male_Talking 03
Male_Talking 03,Talking,Male,Male_Base,Male,right,112.0,118.0,118.0,5,11.0,11.0,6.0,1,215,107,Male_Talking 03
Male_Talking 04,Talking,Male,Male_Base,Male,left,101.0,98.0,96.0,6,9.0,11.0,5.0,1,215,107,Male_Talking 04
Male_Talking 04,Talking,Male,Male_Base,Male,right,117.0,128.0,131.0,10,21.0,24.0,14.0,1,215,107,Male_Talking 04
Male_Talking 05,Talking,Male,Male_Base,Male,left,101.0,98.0,97.0,6,9.0,10.0,4.0,1,215,107,Male_Talking 05
Male_Talking 05,Talking,Male,Male_Base,Male,right,115.0,119.0,119.0,8,12.0,12.0,4.0,1,215,107,Male_Talking 05
Male_Terror,Terror,Male,Male_Base,Male,left,103.0,86.0,84.0,4,21.0,23.0,19.0,1,215,107,Male_Terror
Male_Terror,Terror,Male,Male_Base,Male,right,112.0,136.0,136.0,5,29.0,29.0,24.0,1,215,107,Male_Terror
Male_Terror Phobia,Terror Phobia,Male,Male_Base,Male,left,100.0,92.0,92.0,7,15.0,15.0,8.0,1,215,107,Male_Terror Phobia
Male_Terror Phobia,Terror Phobia,Male,Male_Base,Male,right,111.0,124.0,124.0,4,17.0,17.0,13.0,1,215,107,Male_Terror Phobia
Male_Ulgh,Ulgh,Male,Male_Base,Male,left,102.0,89.0,89.0,5,18.0,18.0,13.0,1,215,107,Male_Ulgh
Male_Ulgh,Ulgh,Male,Male_Base,Male,right,114.0,123.0,123.0,7,16.0,16.0,9.0,1,215,107,Male_Ulgh
Male_Wicked 01,Wicked,Male,Male_Base,Male,left,101.0,91.0,89.0,6,16.0,18.0,12.0,1,215,107,Male_Wicked 01
Male_Wicked 01,Wicked,Male,Male_Base,Male,right,114.0,132.0,135.0,7,25.0,28.0,21.0,1,215,107,Male_Wicked 01
Male_Wicked 02,Wicked,Male,Male_Base,Male,left,101.0,94.0,92.0,6,13.0,15.0,9.0,1,215,107,Male_Wicked 02
Male_Wicked 02,Wicked,Male,Male_Base,Male,right,113.0,137.0,140.0,6,30.0,33.0,27.0,1,215,107,Male_Wicked 02
Male_Wicked 03,Wicked,Male,Male_Base,Male,left,102.0,84.0,70.0,5,23.0,37.0,32.0,1,215,107,Male_Wicked 03
Male_Wicked 03,Wicked,Male,Male_Base,Male,right,113.0,135.0,136.0,6,28.0,29.0,23.0,1,215,107,Male_Wicked 03
Male_Wicked 04,Wicked,Male,Male_Base,Male,left,102.0,93.0,90.0,5,14.0,17.0,12.0,1,215,107,Male_Wicked 04
Male_Wicked 04,Wicked,Male,Male_Base,Male,right,114.0,115.0,118.0,7,8.0,11.0,4.0,1,215,107,Male_Wicked 04
Male_Wicked 05,Wicked,Male,Male_Base,Male,left,102.0,91.0,91.0,5,16.0,16.0,11.0,1,215,107,Male_Wicked 05
Male_Wicked 05,Wicked,Male,Male_Base,Male,right,114.0,116.0,117.0,7,9.0,10.0,3.0,1,215,107,Male_Wicked 05
Male_Wink,Wink,Male,Male_Base,Male,left,100.0,37.0,37.0,7,70.0,70.0,63.0,1,215,107,Male_Wink
Male_Wink,Wink,Male,Male_Base,Male,right,116.0,123.0,125.0,9,16.0,18.0,9.0,1,215,107,Male_Wink
Male_With Forehead Wrinkles Angry 01,With Forehead Wrinkles Angry,Male,Male_Base,Male,left,102.0,106.0,100.0,5,1.0,7.0,2.0,1,215,107,Male_With Forehead Wrinkles Angry 01
Male_With Forehead Wrinkles Angry 01,With Forehead Wrinkles Angry,Male,Male_Base,Male,right,114.0,110.0,118.0,7,3.0,11.0,4.0,1,215,107,Male_With Forehead Wrinkles Angry 01
Male_With Forehead Wrinkles Angry 02,With Forehead Wrinkles Angry,Male,Male_Base,Male,left,101.0,101.0,92.0,6,6.0,15.0,9.0,1,215,107,Male_With Forehead Wrinkles Angry 02
Male_With Forehead Wrinkles Angry 02,With Forehead Wrinkles Angry,Male,Male_Base,Male,right,115.0,117.0,122.0,8,10.0,15.0,7.0,1,215,107,Male_With Forehead Wrinkles Angry 02
Male_With Forehead Wrinkles Angry 03,With Forehead Wrinkles Angry,Male,Male_Base,Male,left,101.0,95.0,90.0,6,12.0,17.0,11.0,1,215,107,Male_With Forehead Wrinkles Angry 03
Male_With Forehead Wrinkles Angry 03,With Forehead Wrinkles Angry,Male,Male_Base,Male,right,114.0,122.0,122.0,7,15.0,15.0,8.0,1,215,107,Male_With Forehead Wrinkles Angry 03
Male_With Forehead Wrinkles Angry 04,With Forehead Wrinkles Angry,Male,Male_Base,Male,left,100.0,95.0,90.0,7,12.0,17.0,10.0,1,215,107,Male_With Forehead Wrinkles Angry 04
Male_With Forehead Wrinkles Angry 04,With Forehead Wrinkles Angry,Male,Male_Base,Male,right,114.0,121.0,121.0,7,14.0,14.0,7.0,1,215,107,Male_With Forehead Wrinkles Angry 04
Male_With Forehead Wrinkles Angry 05,With Forehead Wrinkles Angry,Male,Male_Base,Male,left,100.0,100.0,73.0,7,7.0,34.0,27.0,1,215,107,Male_With Forehead Wrinkles Angry 05
Male_With Forehead Wrinkles Angry 05,With Forehead Wrinkles Angry,Male,Male_Base,Male,right,114.0,147.0,147.0,7,40.0,40.0,33.0,1,215,107,Male_With Forehead Wrinkles Angry 05
Male_ZMouth Open Horizontal,ZMouth Open Horizontal,Male,Male_Base,Male,left,101.0,95.0,94.0,6,12.0,13.0,7.0,1,215,107,Male_ZMouth Open Horizontal
Male_ZMouth Open Horizontal,ZMouth Open Horizontal,Male,Male_Base,Male,right,116.0,120.0,121.0,9,13.0,14.0,5.0,1,215,107,Male_ZMouth Open Horizontal
Male_ZMouth Open Horizontal And Vertical,ZMouth Open Horizontal And Vertical,Male,Male_Base,Male,left,96.0,75.0,72.0,11,32.0,35.0,24.0,1,215,107,Male_ZMouth Open Horizontal And Vertical
Male_ZMouth Open Horizontal And Vertical,ZMouth Open Horizontal And Vertical,Male,Male_Base,Male,right,116.0,130.0,134.0,9,23.0,27.0,18.0,1,215,107,Male_ZMouth Open Horizontal And Vertical
Male_ZZ_Bearded,ZZ_Bearded,Male,Male_Beard_Bearded,Male,left,102.0,93.0,76.0,5,14.0,31.0,26.0,1,215,107,Male_ZZ_Bearded
Male_ZZ_Bearded,ZZ_Bearded,Male,Male_Beard_Bearded,Male,right,113.0,128.0,128.0,6,21.0,21.0,15.0,1,215,107,Male_ZZ_Bearded
Male_ZZ_Cavalier,ZZ_Cavalier,Male,Male_Beard_Cavalier,Male,left,101.0,77.0,50.0,6,30.0,57.0,51.0,1,215,107,Male_ZZ_Cavalier
Male_ZZ_Cavalier,ZZ_Cavalier,Male,Male_Beard_Cavalier,Male,right,115.0,143.0,163.0,8,36.0,56.0,48.0,1,215,107,Male_ZZ_Cavalier
Male_ZZ_Dapper,ZZ_Dapper,Male,Male_Beard_Dapper,Male,left,101.0,89.0,89.0,6,18.0,18.0,12.0,1,215,107,Male_ZZ_Dapper
Male_ZZ_Dapper,ZZ_Dapper,Male,Male_Beard_Dapper,Male,right,114.0,125.0,126.0,7,18.0,19.0,12.0,1,215,107,Male_ZZ_Dapper
Male_ZZ_Flynn,ZZ_Flynn,Male,Male_Beard_Flynn,Male,left,101.0,86.0,86.0,6,21.0,21.0,15.0,1,215,107,Male_ZZ_Flynn
Male_ZZ_Flynn,ZZ_Flynn,Male,Male_Beard_Flynn,Male,right,115.0,124.0,126.0,8,17.0,19.0,11.0,1,215,107,Male_ZZ_Flynn
Male_ZZ_Franz Josef,ZZ_Franz Josef,Male,Male_Beard_Franz_Josef,Male,left,101.0,97.0,94.0,6,10.0,13.0,7.0,1,215,107,Male_ZZ_Franz Josef
Male_ZZ_Franz Josef,ZZ_Franz Josef,Male,Male_Beard_Franz_Josef,Male,right,113.0,115.0,118.0,6,8.0,11.0,5.0,1,215,107,Male_ZZ_Franz Josef
Male_ZZ_Friendly Mutton Chops,ZZ_Friendly Mutton Chops,Male,Male_Beard_Friendly_Mutton_Chops,Male,left,101.0,81.0,73.0,6,26.0,34.0,28.0,1,215,107,Male_ZZ_Friendly Mutton Chops
Male_ZZ_Friendly Mutton Chops,ZZ_Friendly Mutton Chops,Male,Male_Beard_Friendly_Mutton_Chops,Male,right,113.0,129.0,130.0,6,22.0,23.0,17.0,1,215,107,Male_ZZ_Friendly Mutton Chops
Male_ZZ_Fu Manchu,ZZ_Fu Manchu,Male,Male_Beard_Fu_Manchu,Male,left,101.0,92.0,92.0,6,15.0,15.0,9.0,1,215,107,Male_ZZ_Fu Manchu
Male_ZZ_Fu Manchu,ZZ_Fu Manchu,Male,Male_Beard_Fu_Manchu,Male,right,115.0,120.0,120.0,8,13.0,13.0,5.0,1,215,107,Male_ZZ_Fu Manchu
Male_ZZ_Fu Manchu Goatee,ZZ_Fu Manchu Goatee,Male,Male_Beard_Fu_Manchu_Goatee,Male,left,101.0,86.0,85.0,6,21.0,22.0,16.0,1,215,107,Male_ZZ_Fu Manchu Goatee
Male_ZZ_Fu Manchu Goatee,ZZ_Fu Manchu Goatee,Male,Male_Beard_Fu_Manchu_Goatee,Male,right,114.0,134.0,134.0,7,27.0,27.0,20.0,1,215,107,Male_ZZ_Fu Manchu Goatee
Male_ZZ_Full Beard,ZZ_Full Beard,Male,Male_Beard_Full_Beard,Male,left,99.0,94.0,93.0,8,13.0,14.0,6.0,1,215,107,Male_ZZ_Full Beard
Male_ZZ_Full Beard,ZZ_Full Beard,Male,Male_Beard_Full_Beard,Male,right,116.0,119.0,121.0,9,12.0,14.0,5.0,1,215,107,Male_ZZ_Full Beard
Male_ZZ_Goatee,ZZ_Goatee,Male,Male_Beard_Goatee,Male,left,101.0,85.0,85.0,6,22.0,22.0,16.0,1,215,107,Male_ZZ_Goatee
Male_ZZ_Goatee,ZZ_Goatee,Male,Male_Beard_Goatee,Male,right,114.0,123.0,125.0,7,16.0,18.0,11.0,1,215,107,Male_ZZ_Goatee
Male_ZZ_Grizzly Beard,ZZ_Grizzly Beard,Male,Male_Beard_Grizzly_Beard,Male,left,99.0,,,8,,,,0,215,107,Male_ZZ_Grizzly Beard
Male_ZZ_Grizzly Beard,ZZ_Grizzly Beard,Male,Male_Beard_Grizzly_Beard,Male,right,116.0,,,9,,,,0,215,107,Male_ZZ_Grizzly Beard
Male_ZZ_Mutton Chops,ZZ_Mutton Chops,Male,Male_Beard_Mutton_Chops,Male,left,102.0,95.0,82.0,5,12.0,25.0,20.0,1,215,107,Male_ZZ_Mutton Chops
Male_ZZ_Mutton Chops,ZZ_Mutton Chops,Male,Male_Beard_Mutton_Chops,Male,right,113.0,121.0,125.0,6,14.0,18.0,12.0,1,215,107,Male_ZZ_Mutton Chops
Male_ZZ_Napoleon III,ZZ_Napoleon III,Male,Male_Beard_Napoleon_III,Male,left,101.0,51.0,50.0,6,56.0,57.0,51.0,1,215,107,Male_ZZ_Napoleon III
Male_ZZ_Napoleon III,ZZ_Napoleon III,Male,Male_Beard_Napoleon_III,Male,right,114.0,182.0,182.0,7,75.0,75.0,68.0,1,215,107,Male_ZZ_Napoleon III
Male_ZZ_Officer,ZZ_Officer,Male,Male_Beard_Officer,Male,left,101.0,87.0,86.0,6,20.0,21.0,15.0,1,215,107,Male_ZZ_Officer
Male_ZZ_Officer,ZZ_Officer,Male,Male_Beard_Officer,Male,right,114.0,124.0,125.0,7,17.0,18.0,11.0,1,215,107,Male_ZZ_Officer
Male_ZZ_Pioneer,ZZ_Pioneer,Male,Male_Beard_Pioneer,Male,left,101.0,87.0,62.0,6,20.0,45.0,39.0,1,215,107,Male_ZZ_Pioneer
Male_ZZ_Pioneer,ZZ_Pioneer,Male,Male_Beard_Pioneer,Male,right,113.0,150.0,150.0,6,43.0,43.0,37.0,1,215,107,Male_ZZ_Pioneer
Male_ZZ_Stubbled,ZZ_Stubbled,Male,Male_Beard_Stubbled,Male,left,102.0,86.0,85.0,5,21.0,22.0,17.0,1,215,107,Male_ZZ_Stubbled
Male_ZZ_Stubbled,ZZ_Stubbled,Male,Male_Beard_Stubbled,Male,right,114.0,176.0,177.0,7,69.0,70.0,63.0,1,215,107,Male_ZZ_Stubbled
