folder,expression,A_left,C_left,B_left,A_left_detected,C_left_detected,B_left_detected,ordering_left,A_to_C_gap_left,C_to_B_gap_left,A_to_B_gap_left,A_reason_left,C_reason_left,B_reason_left,A_right,C_right,B_right,A_right_detected,C_right_detected,B_right_detected,ordering_right,A_to_C_gap_right,C_to_B_gap_right,A_to_B_gap_right,A_reason_right,C_reason_right,B_reason_right
Male_Expressions Fear 02,Expressions Fear,102.0,93.0,93.0,True,True,True,C=B<A,9.0,0.0,9.0,sustained_threshold_crossing,sustained_threshold_crossing,sustained_prediction_failure,113.0,122.0,127.0,True,True,True,A<C<B,9.0,5.0,14.0,sustained_threshold_crossing,sustained_threshold_crossing,sustained_prediction_failure
Male_Expressions Fear 03,Expressions Fear,100.0,98.0,97.0,True,True,True,B<C<A,2.0,1.0,3.0,sustained_threshold_crossing,sustained_threshold_crossing,sustained_prediction_failure,114.0,116.0,116.0,True,True,True,A<C=B,2.0,0.0,2.0,sustained_threshold_crossing,sustained_threshold_crossing,sustained_prediction_failure
Male_Expressions Fear 04,Expressions Fear,100.0,100.0,99.0,True,True,True,B<A=C,0.0,1.0,1.0,sustained_threshold_crossing,sustained_threshold_crossing,sustained_prediction_failure,114.0,113.0,115.0,True,True,True,C<A<B,1.0,2.0,1.0,sustained_threshold_crossing,sustained_threshold_crossing,sustained_prediction_failure
Male_Expressions Fear 05,Expressions Fear,101.0,94.0,91.0,True,True,True,B<C<A,7.0,3.0,10.0,sustained_threshold_crossing,sustained_threshold_crossing,sustained_prediction_failure,114.0,118.0,120.0,True,True,True,A<C<B,4.0,2.0,6.0,sustained_threshold_crossing,sustained_threshold_crossing,sustained_prediction_failure
Male_Expressions Happiness 01,Expressions Happiness,102.0,89.0,89.0,True,True,True,C=B<A,13.0,0.0,13.0,sustained_threshold_crossing,sustained_threshold_crossing,sustained_prediction_failure,115.0,116.0,117.0,True,True,True,A<C<B,1.0,1.0,2.0,sustained_threshold_crossing,sustained_threshold_crossing,sustained_prediction_failure
Male_Expressions Happiness 02,Expressions Happiness,101.0,86.0,84.0,True,True,True,B<C<A,15.0,2.0,17.0,sustained_threshold_crossing,sustained_threshold_crossing,sustained_prediction_failure,114.0,120.0,123.0,True,True,True,A<C<B,6.0,3.0,9.0,sustained_threshold_crossing,sustained_threshold_crossing,sustained_prediction_failure
Male_Expressions Happiness 03,Expressions Happiness,101.0,70.0,68.0,True,True,True,B<C<A,31.0,2.0,33.0,sustained_threshold_crossing,sustained_threshold_crossing,sustained_prediction_failure,115.0,123.0,123.0,True,True,True,A<C=B,8.0,0.0,8.0,sustained_threshold_crossing,sustained_threshold_crossing,sustained_prediction_failure
Male_Expressions Happiness 04,Expressions Happiness,101.0,93.0,93.0,True,True,True,C=B<A,8.0,0.0,8.0,sustained_threshold_crossing,sustained_threshold_crossing,sustained_prediction_failure,116.0,121.0,123.0,True,True,True,A<C<B,5.0,2.0,7.0,sustained_threshold_crossing,sustained_threshold_crossing,sustained_prediction_failure
Male_Expressions Happiness 05,Expressions Happiness,101.0,80.0,78.0,True,True,True,B<C<A,21.0,2.0,23.0,sustained_threshold_crossing,sustained_threshold_crossing,sustained_prediction_failure,115.0,155.0,158.0,True,True,True,A<C<B,40.0,3.0,43.0,sustained_threshold_crossing,sustained_threshold_crossing,sustained_prediction_failure
Male_Expressions Sadness 01,Expressions Sadness,101.0,92.0,92.0,True,True,True,C=B<A,9.0,0.0,9.0,sustained_threshold_crossing,sustained_threshold_crossing,sustained_prediction_failure,117.0,118.0,120.0,True,True,True,A<C<B,1.0,2.0,3.0,sustained_threshold_crossing,sustained_threshold_crossing,sustained_prediction_failure
Male_Expressions Sadness 02,Expressions Sadness,101.0,91.0,91.0,True,True,True,C=B<A,10.0,0.0,10.0,sustained_threshold_crossing,sustained_threshold_crossing,sustained_prediction_failure,113.0,117.0,123.0,True,True,True,A<C<B,4.0,6.0,10.0,sustained_threshold_crossing,sustained_threshold_crossing,sustained_prediction_failure
Male_Expressions Sadness 03,Expressions Sadness,102.0,95.0,92.0,True,True,True,B<C<A,7.0,3.0,10.0,sustained_threshold_crossing,sustained_threshold_crossing,sustained_prediction_failure,114.0,114.0,118.0,True,True,True,A=C<B,0.0,4.0,4.0,sustained_threshold_crossing,sustained_threshold_crossing,sustained_prediction_failure
Male_Expressions Sadness 04,Expressions Sadness,101.0,100.0,99.0,True,True,True,B<C<A,1.0,1.0,2.0,sustained_threshold_crossing,sustained_threshold_crossing,sustained_prediction_failure,115.0,116.0,117.0,True,True,True,A<C<B,1.0,1.0,2.0,sustained_threshold_crossing,sustained_threshold_crossing,sustained_prediction_failure
Male_Expressions Sadness 05,Expressions Sadness,101.0,89.0,87.0,True,True,True,B<C<A,12.0,2.0,14.0,sustained_threshold_crossing,sustained_threshold_crossing,sustained_prediction_failure,115.0,120.0,120.0,True,True,True,A<C=B,5.0,0.0,5.0,sustained_threshold_crossing,sustained_threshold_crossing,sustained_prediction_failure
Male_Expressions Surprise 01,Expressions Surprise,99.0,85.0,76.0,True,True,True,B<C<A,14.0,9.0,23.0,sustained_threshold_crossing,sustained_threshold_crossing,sustained_prediction_failure,114.0,129.0,130.0,True,True,True,A<C<B,15.0,1.0,16.0,sustained_threshold_crossing,sustained_threshold_crossing,sustained_prediction_failure
